"12/19/2023","-45.23","*","","BUFFALO WILD WNGS 0787 UNIVERSITY PKFL"
"12/19/2023","-13.24","*","","MICHELANGELO UNIVERSITY SARASOTA FL"
"12/18/2023","-89.87","*","","KOHL'S #1142 UNIVERSITY PAFL"
"12/18/2023","-31.72","*","","Dicks Sporting Goods Sarasota FL"
"12/17/2023","-8.92","*","","ROYAL TEA SARASOTA FL"
"12/16/2023","969.72","*","","ONLINE PAYMENT THANK YOU"
"12/15/2023","-7.91","*","","CULVERS OF SARASOTA 511 SARASOTA FL"
"12/15/2023","-5.13","*","","CULVERS OF SARASOTA 511 SARASOTA FL"
"12/15/2023","-26.15","*","","SUPER BUFFET SAINT PETERSBFL"
"12/15/2023","-30.09","*","","RACETRAC100 00001008 BRADENTON FL"
"12/15/2023","-51.36","*","","CSP* TAMPA BAY GRAND P CLEARWATER FL"
"12/14/2023","-30.00","*","","DISNEY ST PARKING LAKE BUENA VIFL"
"12/14/2023","-19.15","*","","WDW MILK STAND LAKE BUENA VIFL"
"12/14/2023","-15.75","*","","WDW ROSIE'S 407-828-5630 FL"
"12/14/2023","-14.15","*","","WDW RONTO ROASTERS 407-828-5630 FL"
"12/14/2023","-6.91","*","","WDW KATSAKA'SKETTLE LAKE BUENA VIFL"
"12/14/2023","-5.50","*","","WDW CHURRO CART LAKE BUENA VIFL"
"12/14/2023","-48.47","*","","WDW OGA'S CANTINA LAKE BUENA VIFL"
"12/13/2023","-16.25","*","","WDW POPCORN CARTS LAKE BUENA VIFL"
"12/13/2023","-30.00","*","","DISNEY MK PARKING LAKE BUENA VIFL"
"12/13/2023","-16.50","*","","WDW PRINCE ERIC'S LAKE BUENA VIFL"
"12/13/2023","-11.25","*","","WDW POPCORN CARTS LAKE BUENA VIFL"
"12/13/2023","-11.75","*","","WDW ICE CREAM CARTS LAKE BUENA VIFL"
"12/13/2023","-17.34","*","","WDW WESTWARD HO LAKE BUENA VIFL"
"12/13/2023","-21.38","*","","WDW SLEEPY HOLLOW 407-828-5630 FL"
"12/13/2023","-14.68","*","","WDW CHESHIRE CAFE LAKE BUENA VIFL"
"12/13/2023","-20.00","*","","WDW THE FRIARS NOOK LAKE BUENA VIFL"
"12/13/2023","-15.47","*","","MCDONALD'S F10687 SARASOTA FL"
"12/13/2023","-31.03","*","","3 NATIVES SARASOTA UTC SARASOTA FL"
"12/12/2023","-8.39","*","","WM SUPERCENTER #1171 SARASOTA FL"
"12/12/2023","-47.78","*","","PUBLIX #828 SARASOTA FL"
"12/10/2023","-38.29","*","","WAWA 5224 SARASOTA FL"
"12/10/2023","-6.40","*","","WAWA 5224 SARASOTA FL"
"12/08/2023","-23.38","*","","CHIPOTLE 1375 SARASOTA FL"
"12/08/2023","-26.74","*","","BIG DANS CAR WASH BRADENBRADENTON FL"
"12/07/2023","-5.19","*","","CULVERS OF SARASOTA 528 SARASOTA FL"
"12/07/2023","-20.96","*","","CHICK-FIL-A #00632 SARASOTA FL"
"12/05/2023","-10.91","*","","TACO BELL #24542 SARASOTA FL"
"12/02/2023","-6.99","*","","SQ *CHAMPAGNE POETRY PATIPORTLAND OR"
"12/01/2023","-39.45","*","","MCDONALD'S F6284 HILLSBORO OR"
"12/01/2023","-19.99","*","","MULTNOMAH FALLS BRIDAL VEIL OR"
"12/01/2023","-28.20","*","","76 - SEI 35335 BEAVERTON OR"
"12/01/2023","-10.00","*","","EDGEFIELD GIFT SHOP TROUTDALE OR"
"11/30/2023","-17.62","*","","MSP AIRP LEEANN CHIN 121 SAINT PAUL MN"
"11/30/2023","-20.65","*","","SQ *ROCKY MOUNTAIN CHOCOLSaint Paul MN"
"11/29/2023","-10.35","*","","MCDONALD'S F10687 SARASOTA FL"
"11/29/2023","-14.62","*","","MICHELANGELO UNIVERSITY SARASOTA FL"
"11/28/2023","-3.31","*","","ROASTED NUTS LLC TEMPLE TERRACFL"
"11/28/2023","-30.62","*","","TACOS GONE MOBILE LLC TAMPA FL"
"11/27/2023","-26.51","*","","PEI WEI - 0215 SARASOTA 941-3598570 FL"
"11/27/2023","-39.88","*","","WAWA 5224 SARASOTA FL"
"11/26/2023","-49.41","*","","FIRST WATCH - 0056 LAKEWOOD RCH FL"
"11/24/2023","-11.86","*","","CARIBOU # EINSTEIN #3649 SARASOTA FL"
"11/24/2023","1.75","*","","CMSVEND*CV TAMPA TAMPA FL"
"11/24/2023","1.75","*","","CMSVEND*CV TAMPA TAMPA FL"
"11/24/2023","-1.75","*","","CMSVEND*CV TAMPA TAMPA FL"
"11/24/2023","-1.75","*","","CMSVEND*CV TAMPA TAMPA FL"
"11/24/2023","-11.12","*","","MCDONALD'S F10687 SARASOTA FL"
"11/24/2023","-16.23","*","","PUBLIX #1372 SARASOTA FL"
"11/22/2023","-135.77","*","","IBI*FABLETICS.COM 844-3225384 CA"
"11/22/2023","-19.76","*","","POPEYES 2317 SARASOTA FL"
"11/21/2023","-19.95","*","","CHEGG ORDER 855-440-1323 CA"
"11/21/2023","-18.07","*","","SHELL OIL 57542487509 SARASOTA FL"
"11/19/2023","-7.25","*","","TARGET 00020347 SARASOTA FL"
"11/18/2023","635.70","*","","ONLINE PAYMENT THANK YOU"
"11/17/2023","213.44","*","","AUTOMATIC PAYMENT - THANK YOU"
"11/17/2023","-18.08","*","","REG HOLLYWOOD 20 0467 SARASOTA FL"
"11/16/2023","-16.59","*","","CHICK-FIL-A #03172 BRADENTON FL"
"11/15/2023","-66.61","*","","PUBLIX #828 SARASOTA FL"
"11/15/2023","-20.00","*","","SUNCOAST GOLF CENTER SARASOTA FL"
"11/14/2023","-26.06","*","","PETCO 2710 SARASOTA FL"
"11/14/2023","-29.40","*","","PETCO 2710 SARASOTA FL"
"11/14/2023","-13.26","*","","MCDONALD'S F33325 SARASOTA FL"
"11/12/2023","-7.36","*","","CULVERS OF SARASOTA 511 SARASOTA FL"
"11/11/2023","-36.83","*","","EXXON REBEL#862 SARASOTA FL"
"11/11/2023","-50.27","*","","NORI JAPANESE AND THAI R SARASOTA FL"
"11/10/2023","-6.39","*","","MCDONALD'S F10687 SARASOTA FL"
"11/09/2023","-5.66","*","","CULVERS OF SARASOTA 511 SARASOTA FL"
"11/09/2023","-11.65","*","","TST* South Philly CheesesBradenton FL"
"11/09/2023","-26.74","*","","BIG DANS CAR WASH BRADENBRADENTON FL"
"11/07/2023","-12.18","*","","CHICK-FIL-A #03172 BRADENTON FL"
